movie_id,tomatometer,audience_score
122264,,32%
122268,,31%
122254,18%,28%
122284,0%,25%
122292,,41%
122278,59%,32%
122280,20%,14%
122296,,60%
122304,57%,31%
122302,,63%
122276,,37%
122306,17%,21%
122333,,
122317,,61%
122325,,14%
122331,,17%
122323,,18%
122319,,17%
122327,50%,37%
122337,17%,42%
122339,,32%
122347,,41%
122353,,0%
122359,,70%
122351,,20%
122365,,45%
122363,,20%
122379,,86%
122375,,25%
122381,,50%
122389,,0%
122385,,40%
122387,,69%
122391,100%,45%
122399,,
122395,,
122415,,13%
122423,33%,38%
122433,,10%
122431,,44%
122441,,30%
122421,,80%
122445,,10%
122447,77%,25%
122435,,13%
122462,,45%
122453,,34%
122468,60%,25%
122464,,37%
122476,,38%
122470,,37%
122478,65%,56%
122480,,58%
122466,,36%
122474,20%,34%
122482,,18%
122488,7%,4%
122493,60%,43%
122495,,20%
122497,50%,72%
122490,,23%
122499,67%,63%
122513,,
122517,,65%
122503,,46%
122505,38%,56%
122511,,51%
122521,,52%
122523,,53%
122535,,
122531,,13%
122529,,
122533,,
122539,,0%
122541,100%,
122550,,52%
122553,,11%
122559,,56%
122543,,26%
122563,0%,34%
122557,,
122561,,37%
122565,,53%
122573,,44%
122575,,75%
122577,,71%
122579,,31%
122583,,41%
122589,,
122591,,44%
122587,37%,78%
122595,,
122605,,38%
122601,,20%
122603,,33%
122609,,22%
122613,,30%
122607,,21%
122581,,17%
122619,,43%
122615,,64%
122625,,41%
122637,,25%
122633,,43%
122639,,44%
122635,,64%
122643,,55%
122649,,11%
122653,,56%
122655,,19%
122659,,21%
122657,87%,70%
122663,13%,23%
122667,,83%
122677,,62%
122681,,25%
122671,,50%
122689,,53%
122685,,29%
122683,,50%
122679,,18%
122693,,67%
122687,,26%
122697,,
122705,,6%
122699,,36%
122713,,16%
122703,,27%
122715,,51%
122721,,70%
122725,43%,57%
122733,,27%
122731,0%,20%
122735,,43%
122745,,10%
122741,,40%
122752,,
122754,,9%
122762,,31%
122756,,57%
122772,,
122768,,
122779,,30%
122781,,30%
122783,29%,36%
122789,89%,75%
122791,33%,55%
122793,,26%
122801,,7%
122809,,14%
122807,,61%
122815,,71%
122803,,24%
122813,0%,34%
122819,60%,61%
122829,,0%
122825,,27%
122833,,43%
122831,,27%
122841,,
122847,,
122845,,20%
122851,,
122853,,45%
122857,,70%
122863,,13%
122884,57%,51%
122882,97%,85%
122890,28%,76%
122896,29%,61%
122910,79%,46%
122892,76%,83%
122900,83%,86%
122904,85%,90%
122906,,50%
122908,,
122916,93%,87%
122930,,
122918,85%,87%
122920,90%,89%
122934,,75%
122942,6%,62%
122936,78%,72%
122938,,58%
122946,,65%
122950,,
122954,,74%
122948,79%,65%
122952,,
122962,,50%
122970,,38%
122968,,42%
122978,,55%
122980,,7%
122958,,
122988,71%,55%
122990,,17%
123004,,83%
122994,,44%
123010,29%,57%
123012,,40%
123024,,38%
123026,,38%
123020,,
123036,,25%
123030,,
123038,,
123040,,18%
123046,,95%
123048,,
123065,88%,79%
123063,86%,92%
123067,,33%
123073,,33%
123069,,
123077,,33%
123081,,11%
123103,,78%
123093,,21%
123099,,23%
123095,,3%
123101,60%,57%
123113,,52%
123121,,
123111,,19%
123119,84%,52%
123129,,36%
123133,100%,67%
123137,,45%
123135,,
123131,,54%
123127,,
123139,70%,
123143,,50%
123147,,
123151,,
123155,14%,43%
123172,,38%
123176,,46%
123159,,57%
123165,,8%
123174,,15%
123182,,63%
123200,,
123186,11%,63%
123192,,48%
123198,0%,28%
123194,,30%
123202,,28%
123217,,
123219,,50%
123227,,17%
123229,,69%
123225,,39%
123235,,27%
123242,,
123248,,22%
123264,,57%
123258,,62%
123266,,14%
123250,,
123260,,79%
123256,,18%
123262,50%,50%
123268,,54%
123278,,
123270,,53%
123290,,33%
123292,,
123280,,11%
123274,,60%
123282,,57%
123296,,39%
123302,63%,16%
123310,,26%
123318,,8%
123314,100%,65%
123312,20%,47%
123316,,84%
123306,28%,26%
123324,33%,48%
123331,,11%
123328,,13%
123345,,31%
123351,,39%
123363,,
123357,,17%
123369,,25%
123377,,80%
123379,,50%
123387,,33%
123389,,17%
123383,,33%
123391,,55%
123395,,50%
123393,,0%
123397,,92%
123411,,67%
123415,,46%
123403,,10%
123419,,
123421,71%,71%
123427,33%,29%
123429,,
123423,,43%
123431,,67%
123441,,41%
123443,,
123437,,23%
123457,96%,72%
123453,,86%
123455,,73%
123459,,21%
123467,18%,26%
123473,,78%
123475,,61%
123469,,28%
123479,,55%
123491,,20%
123483,,89%
123487,17%,35%
123489,,
123493,98%,83%
123495,,25%
123506,,
123510,,64%
123504,,33%
123512,,49%
123516,,65%
123518,,67%
123520,,
123524,,17%
123534,,49%
123549,,
123541,,40%
123559,,
123553,,
123545,8%,54%
123565,,59%
123561,,54%
123573,,12%
123569,,15%
123575,,43%
123581,,74%
123577,,12%
123579,,44%
123587,43%,46%
123589,,68%
123600,,67%
123602,,27%
123605,,71%
123625,,
123629,,
123621,,
123631,,
123637,,61%
123643,,68%
123653,,46%
123647,,64%
123661,,
123663,,30%
123659,,60%
123657,,72%
123667,,
123671,,
123683,43%,69%
123681,86%,
123689,,29%
123693,,
123697,,
123703,,56%
123717,,
123723,,19%
123721,,23%
123727,7%,18%
123743,,75%
123735,100%,90%
123737,,29%
123747,,100%
123751,,0%
123749,,
123763,,
123765,,33%
123773,,17%
123775,,27%
123777,,
123781,,50%
123779,,44%
123787,,43%
123802,,62%
123796,,33%
123800,,73%
123804,,
123808,,56%
123812,,55%
123816,,22%
123810,,0%
123814,,50%
123818,,80%
123820,,50%
123824,,0%
123828,,
123832,,47%
123840,,13%
123826,,40%
123838,,29%
123842,17%,25%
123844,,20%
123856,,50%
123846,,0%
123854,,
123852,,27%
123848,,40%
123860,,17%
123866,,33%
123868,,57%
123874,,86%
123870,,10%
123878,67%,79%
123882,,100%
123929,,
123919,,53%
123880,,16%
123923,,
123927,80%,38%
123896,,
123941,,45%
123943,95%,79%
123953,,40%
123959,,19%
123965,,17%
123961,,29%
123973,,
123963,,20%
123969,,0%
123977,,
123975,,64%
123979,,17%
123985,,27%
123983,,40%
123993,,36%
123989,50%,59%
123997,,24%
124001,,
124005,,64%
124003,,52%
123999,,
124009,,100%
124023,,
124013,,52%
124021,,
124031,,29%
124027,,31%
124033,,
124041,,45%
124025,,0%
124055,,
124043,,55%
124067,,
124059,,11%
124071,,30%
124065,100%,47%
124075,,36%
124077,100%,85%
124079,,40%
124083,,20%
124093,,57%
124087,,
124081,,40%
124099,,
124101,,0%
124109,,46%
124111,,60%
124113,,33%
124121,,
124117,,30%
124123,,20%
124127,,44%
124119,,
124129,,9%
124125,,67%
124135,,58%
124131,,
124133,,64%
124139,,37%
124147,,29%
124141,,75%
124155,83%,73%
124157,,43%
124151,,29%
124164,,60%
124162,,40%
124168,,87%
124174,67%,64%
124170,38%,50%
124176,69%,56%
124178,,35%
124190,,78%
124180,,46%
124184,,
124182,,62%
124196,,71%
124192,,24%
124213,,59%
124217,,36%
124220,,80%
124228,,9%
124224,,67%
124235,,8%
124239,,20%
124243,,
124263,,50%
124259,,
124257,,25%
124267,,55%
124279,,
124277,,60%
124287,,
124285,33%,36%
124292,63%,52%
124290,,66%
124300,,52%
124302,,36%
124298,,46%
124304,,42%
124306,,14%
124310,,0%
124281,,23%
124314,,29%
124312,,44%
124328,,
124326,,54%
124324,71%,37%
124334,,
124330,,83%
124338,,71%
124336,,36%
124340,,18%
124342,,
124348,,35%
124354,,
124352,,57%
124350,,23%
124356,,28%
124366,,
124364,,67%
124368,,50%
124380,,33%
124386,,38%
124388,,46%
124384,,53%
124394,,53%
124398,,
124396,,33%
124402,,
124408,,67%
124414,,40%
124416,,
124420,,59%
124432,,
124425,,47%
124438,,
124406,,60%
124428,,60%
124430,,62%
124440,67%,54%
124442,73%,47%
124452,,25%
124446,33%,60%
124444,,54%
124464,64%,64%
124460,,12%
124472,,33%
124474,,53%
124480,,54%
124482,29%,37%
124488,,92%
124492,,40%
124500,,
124498,,62%
124504,,38%
124502,,
124513,57%,68%
124517,,73%
124511,,41%
124523,,
124515,29%,31%
124525,,39%
124519,,48%
124539,60%,74%
124548,,47%
124544,,
124554,,29%
124550,67%,71%
124527,20%,63%
124560,,42%
124568,,40%
124571,,6%
124566,,54%
124573,,28%
124585,,41%
124579,,36%
124577,,64%
124587,75%,55%
124609,,12%
124595,,42%
124607,71%,48%
124611,,18%
124601,40%,27%
124619,100%,95%
124613,,25%
124617,,33%
124621,,75%
124615,83%,43%
124625,,
124639,,41%
124647,74%,51%
124641,,40%
124655,,36%
124645,,28%
124657,,45%
124653,,36%
124665,,100%
124663,,14%
124667,,73%
124669,,12%
124671,,60%
124679,,
124675,,50%
124673,,55%
124687,,50%
124685,,69%
124689,,
124683,,33%
124691,75%,62%
124693,43%,42%
124695,,33%
124703,,0%
124701,,20%
124705,,69%
124711,,100%
124713,,42%
124723,,11%
124733,,18%
124735,,43%
124739,,
124737,,18%
124725,,18%
124751,,
124753,,
124745,,29%
124763,,60%
124759,,23%
124761,,30%
124771,82%,66%
124769,,9%
124777,,65%
124775,100%,55%
124785,,33%
124787,67%,59%
124783,60%,43%
124789,83%,38%
124793,,17%
124799,,36%
124797,,9%
124803,,44%
124819,40%,38%
124813,,9%
124809,,25%
124817,,25%
124823,,58%
124825,80%,71%
124829,,25%
124831,,44%
124833,,50%
124835,,
124843,,
124839,20%,47%
124851,,
124853,,61%
124865,33%,26%
124867,57%,63%
124871,,
124863,,30%
124869,,24%
124861,73%,76%
124875,,27%
124845,60%,60%
124877,,50%
124883,,
124887,,41%
124885,,75%
124901,,14%
124907,,48%
124905,,25%
124903,,33%
124915,57%,33%
124909,,41%
124921,,
124923,,33%
124937,,75%
124933,,36%
124943,,
124953,,20%
124959,,57%
124963,,49%
124925,,60%
124973,,
124969,,12%
124979,,31%
124977,,44%
124971,,29%
124985,,71%
124997,,19%
125001,,73%
125003,,36%
125005,,50%
125009,,15%
124999,,44%
125011,,53%
125019,64%,46%
125015,,67%
125021,,79%
125023,,
125013,,41%
125025,41%,49%
125017,,31%
125031,,44%
125035,,31%
125033,83%,44%
125037,,57%
125049,,
125051,28%,46%
125055,,50%
125053,,15%
125069,,66%
125067,,44%
125085,,21%
125081,86%,58%
125083,,33%
125089,,58%
125091,,79%
125097,,36%
125109,,50%
125107,,41%
125105,,38%
125117,,32%
125115,,58%
125119,40%,48%
125123,,82%
125125,,54%
125137,,0%
125147,,
125133,,36%
125153,,
125145,,22%
125151,,39%
125157,,38%
125165,,78%
125159,,42%
125163,,68%
125171,,11%
125183,77%,69%
125187,,4%
125181,,58%
125189,,56%
125195,,18%
125205,,36%
125201,,50%
125207,,
125203,,67%
125219,74%,72%
125229,,52%
125233,,
125231,,
125239,,
125235,,35%
125237,75%,88%
125241,,67%
125247,,69%
125249,,32%
125253,,79%
125255,9%,24%
125251,,29%
125259,,53%
125267,,
125265,,5%
125275,86%,75%
125269,50%,72%
125277,,41%
125285,,
125271,,50%
125279,,50%
125291,,
125297,56%,48%
125295,,33%
125299,,51%
125301,,25%
125309,19%,56%
125311,,33%
125305,,31%
125307,18%,23%
125325,,79%
125327,,68%
125331,,27%
125335,,31%
125337,90%,80%
125321,67%,57%
125341,,62%
125353,,64%
125351,,62%
125361,,44%
125357,,24%
125363,,27%
125359,,
125373,,
125367,0%,60%
125375,,67%
125377,,46%
125383,,40%
125379,,38%
125399,,58%
125405,,42%
125403,,42%
125407,,
125409,,49%
125413,84%,79%
125417,,77%
125419,,56%
125415,75%,52%
125425,,51%
125431,,43%
125423,,41%
125421,,25%
125427,,44%
125429,,17%
125437,,
125441,40%,56%
125445,,31%
125447,,59%
125439,,35%
125443,,62%
125449,,19%
125465,80%,45%
125457,,30%
125455,40%,52%
125469,,68%
125471,,80%
125473,,24%
125477,,41%
125485,73%,70%
125483,,53%
125499,,
125501,,18%
125511,,24%
125509,,20%
125503,20%,26%
125513,,56%
125517,,79%
125519,,41%
125523,,65%
125525,,4%
125529,20%,57%
125527,,25%
125533,,70%
125539,,6%
125537,,81%
125541,,62%
125543,70%,50%
125553,,
125545,,57%
125555,40%,17%
125559,,30%
125565,100%,93%
125561,,36%
125567,,15%
125569,100%,80%
125563,17%,23%
125574,,
125585,,71%
125589,,
125596,60%,46%
125607,,
125611,,
125591,,
125609,,
125615,,
125628,54%,55%
125634,100%,69%
125630,,35%
125638,,49%
125644,,44%
125646,,
125648,,27%
125661,85%,63%
125656,,83%
125770,39%,32%
125768,64%,50%
125704,,66%
125774,,
125786,25%,52%
125836,,56%
125833,,20%
125856,,100%
125860,,80%
125858,,54%
125872,,43%
125874,,15%
125880,,
125888,,80%
125886,,
125884,,
125882,,
125894,,20%
125902,,58%
125910,,
125906,78%,54%
125908,,
125904,,
125914,12%,30%
125912,31%,36%
125918,,53%
125916,25%,41%
125926,,
125928,,
125936,,
125938,,
125920,,67%
125954,,
125962,,50%
125964,,
125966,,69%
125952,,78%
125968,,70%
125970,80%,72%
125950,,
125972,,61%
125990,,
125986,,12%
125974,,64%
126000,,
126002,,100%
125998,,59%
126020,,78%
126038,,
126022,,
126036,,69%
126026,95%,80%
126054,,
126062,,
126056,38%,33%
126078,,
126086,,84%
126090,,
126088,,57%
126096,,
126104,,71%
126106,,70%
126112,,53%
126120,,
126114,,
126132,,38%
126128,,
126126,,
126134,,66%
126140,,71%
126142,,73%
126138,,12%
126146,75%,71%
126130,,27%
126148,,62%
126150,100%,67%
126144,,35%
126152,,
126156,,
126160,60%,49%
126166,,7%
126172,,75%
126174,,39%
126178,,29%
126180,63%,37%
126182,21%,52%
126210,,
126206,,
126217,71%,30%
126225,,
126219,,14%
126237,,
126247,,50%
126251,,51%
126249,,
126283,,0%
126286,,
126243,,54%
126296,,18%
126329,,18%
126300,,67%
126322,40%,45%
126337,,30%
126387,,83%
126395,,75%
126385,,
126389,50%,25%
126397,,80%
126412,,
126399,44%,38%
126407,,
126403,,76%
126416,,40%
126420,13%,18%
126426,95%,90%
126436,,
126424,,50%
126482,16%,52%
126546,40%,33%
126552,50%,65%
126560,,44%
126548,73%,66%
126554,,15%
126575,29%,29%
126562,60%,38%
126586,,62%
126584,50%,58%
126588,,
126597,71%,64%
126599,,40%
126717,,
126719,,25%
126577,,44%
126727,,
126721,,
126713,0%,31%
126725,,45%
126733,,
126729,,22%
126735,,
126723,,28%
126737,,47%
126749,,73%
126769,,38%
126773,75%,47%
126771,,
126779,,74%
126775,,18%
126781,78%,60%
126777,88%,61%
126783,86%,59%
126785,95%,37%
126791,56%,43%
126789,69%,60%
126795,,41%
126787,91%,50%
126793,,40%
126801,,69%
126797,,
126803,,88%
126807,9%,30%
126811,,30%
126917,,68%
126927,100%,91%
126929,100%,79%
126931,,83%
126937,,73%
126935,,75%
126919,100%,73%
126933,75%,85%
126947,,
126949,,
126945,,
126951,83%,78%
126959,100%,93%
126965,,
126977,89%,73%
126999,,76%
126987,,85%
127003,,
127007,,83%
127019,,
127009,,27%
127021,100%,74%
127038,,
127035,,
127033,,78%
127050,,
127066,91%,74%
127072,,86%
127068,,10%
127074,,
127070,,18%
127080,,37%
127084,,76%
127078,,
127094,,
127088,64%,43%
127096,36%,45%
127102,,45%
127100,,
127098,,
127108,97%,87%
127114,92%,81%
127110,64%,41%
127112,29%,23%
127118,64%,37%
127116,85%,61%
127124,93%,68%
127122,76%,45%
127128,91%,55%
127130,81%,66%
127126,75%,84%
127132,20%,27%
127134,47%,48%
127138,58%,36%
127144,88%,68%
127140,63%,57%
127142,,64%
127146,97%,81%
127148,93%,85%
127152,95%,90%
127154,60%,74%
127156,93%,78%
127150,91%,56%
127158,77%,84%
127160,,67%
127168,,
127164,89%,85%
127174,,
127162,,70%
127172,94%,76%
127178,93%,78%
127196,95%,73%
127182,17%,25%
127194,,
127198,,
127188,85%,63%
127192,36%,44%
127200,50%,43%
127208,84%,36%
127210,91%,65%
127206,76%,72%
127204,83%,54%
127212,84%,75%
127202,81%,86%
127214,27%,42%
127218,79%,45%
127220,,55%
127224,,
127228,86%,62%
127234,,
127226,92%,74%
127244,100%,81%
127248,,82%
127252,,
127264,,
127268,67%,73%
127270,,14%
127272,,19%
127274,,
127276,89%,69%
127280,,8%
127282,,27%
127292,,
127294,,85%
127286,,
127298,89%,65%
127302,,27%
127313,,48%
127296,,39%
127315,20%,32%
127317,,
127309,,41%
127321,68%,34%
127319,14%,37%
127333,,58%
127335,,55%
127329,,
127339,,70%
127337,,
127343,,
127390,,82%
127345,,36%
127419,,26%
127433,,7%
127371,63%,58%
127441,95%,84%
127445,,84%
127443,96%,61%
127494,67%,
127341,,59%
127484,,62%
127567,,
127498,82%,83%
127496,,48%
127583,100%,78%
127581,,
127585,,19%
127592,,
127622,,
127628,,44%
127608,,46%
127638,,43%
127634,,
127630,,20%
127642,,10%
127646,,75%
127654,,
127665,,84%
127667,,44%
127673,,
127688,,
127692,,40%
127699,,70%
127701,52%,42%
127717,,38%
127715,,50%
127728,,36%
127724,93%,73%
127726,,22%
127835,,
127837,,73%
127833,4%,48%
127839,,12%
127843,,89%
127847,,50%
127851,,
127859,,11%
127861,90%,80%
127863,,8%
127865,,0%
127869,,17%
127867,,23%
127875,,
127879,100%,85%
127974,79%,47%
127989,,64%
128017,,
128023,,0%
128015,,
128021,,56%
128013,,29%
128029,,33%
128027,,53%
128031,,24%
128033,,11%
128039,,25%
128035,,11%
128041,,38%
128047,27%,
128037,,10%
128051,,62%
128049,,
128053,,50%
128059,,
128057,,44%
128067,,
128089,,
128083,,
128077,,71%
128091,,89%
128097,,
128099,,
128101,,43%
128109,,13%
128129,,
128127,,38%
128137,,
128141,,48%
128143,,55%
128157,,10%
128149,,28%
128153,56%,42%
128165,,45%
128167,0%,62%
128169,0%,24%
128171,,31%
128175,,28%
128179,,35%
128177,,11%
128181,,38%
128173,,41%
128187,,60%
128189,,
128193,72%,46%
128197,,58%
128195,,67%
128203,,47%
128211,,23%
128213,,36%
128219,,60%
128221,,49%
128223,,52%
128225,,22%
128241,95%,85%
128235,,81%
128245,,29%
128273,,83%
128275,,11%
128265,,24%
128267,,54%
128283,,
128287,,43%
128293,,
128297,,64%
128308,,
128299,,
128303,,42%
128305,,
128316,,89%
128318,84%,84%
128322,50%,74%
128366,80%,
128360,74%,76%
128371,,
128379,,
128364,,
128413,,17%
128421,,
128423,,73%
128429,71%,77%
128439,72%,71%
128441,77%,66%
128443,,71%
128478,,55%
128480,,70%
128488,,
128490,,67%
128494,,
128504,,
128508,,72%
128514,,76%
128510,79%,56%
128526,,
128512,58%,47%
128518,,60%
128520,29%,63%
128522,,43%
128534,,83%
128530,,
128538,33%,37%
128542,81%,58%
128544,,
128540,,67%
128568,73%,50%
128554,,
128576,,
128574,,
128592,,25%
128586,,
128600,40%,46%
128606,97%,67%
128604,47%,37%
128610,97%,75%
128616,,65%
128624,,14%
128630,,41%
128628,,
128632,5%,26%
128626,89%,86%
128634,,29%
128636,,
128642,14%,37%
128648,59%,45%
128644,,36%
128650,,12%
128656,20%,54%
128661,,78%
128667,,78%
128665,,20%
128677,,46%
128675,,57%
128686,,
128693,,50%
128684,,89%
128695,33%,66%
128699,,30%
128701,,
128711,,47%
128713,,67%
128717,,60%
128705,50%,33%
128715,,68%
128723,,
128719,,76%
128727,,
128725,,73%
128736,,90%
128740,40%,32%
128764,,
128766,,86%
128768,,
128774,,
128776,,62%
128790,,
128788,33%,62%
128802,,
128798,,
128812,50%,71%
128806,,29%
128836,64%,94%
128848,,53%
128842,,45%
128838,72%,55%
128832,60%,57%
128840,,25%
128854,,
128858,100%,90%
128860,,33%
128876,,
128880,,62%
128886,,40%
128892,,
128906,,50%
128912,100%,
128902,71%,40%
128898,53%,40%
128918,,
128920,,67%
128922,60%,52%
128908,,40%
128926,,41%
128930,,34%
128944,25%,27%
128938,,60%
128940,,
128954,,
128948,,20%
128950,17%,11%
128962,,
128960,100%,83%
128964,50%,74%
128973,,44%
128968,20%,50%
128981,,
128979,,
128975,13%,26%
128966,,14%
128985,,22%
128987,,70%
128995,,25%
129005,,70%
129007,,25%
129013,,
129021,,44%
129015,,47%
129034,,
129036,,
129030,,12%
129044,,32%
129017,,43%
129054,,
129058,,12%
129064,,60%
129042,,50%
129056,,40%
129060,,
129066,,
129070,,20%
129185,,93%
129189,,90%
129183,31%,82%
129191,100%,76%
129199,,32%
129201,28%,34%
129193,,
129068,,59%
129211,,
129207,0%,25%
129213,,
129227,,59%
129235,100%,86%
129237,57%,60%
129233,40%,61%
129243,,33%
