movie_id,tomatometer,audience_score
52724,29%,28%
52722,63%,51%
52644,55%,42%
52604,71%,73%
52717,15%,58%
52742,83%,81%
52784,79%,88%
52773,0%,44%
52730,82%,51%
52767,,91%
52813,100%,78%
52831,50%,39%
52867,,
52865,70%,57%
52838,69%,43%
52922,100%,70%
52891,50%,51%
52929,88%,71%
52804,51%,39%
52913,79%,47%
52952,92%,90%
52973,90%,83%
52967,94%,81%
53002,18%,52%
53024,94%,89%
53004,5%,38%
53000,71%,66%
53038,,60%
53052,100%,87%
53123,97%,91%
53121,42%,52%
53129,55%,76%
53138,,49%
53133,61%,58%
53140,60%,57%
53131,33%,20%
53125,44%,72%
53143,46%,57%
53152,100%,38%
53318,48%,77%
53207,5%,44%
53154,60%,36%
53282,67%,56%
53189,56%,67%
53322,70%,75%
53349,98%,78%
53352,53%,52%
53443,100%,82%
53416,69%,46%
53447,77%,65%
53382,100%,36%
53450,,80%
53460,79%,70%
53466,49%,59%
53519,64%,72%
53554,,
53561,,39%
53468,73%,72%
53550,90%,75%
53582,,
53574,65%,58%
53737,50%,70%
53827,,88%
53833,91%,77%
53839,,57%
53769,85%,79%
53843,,51%
53837,70%,66%
53845,0%,33%
53849,89%,75%
53847,69%,71%
53851,,45%
53853,100%,49%
53855,,49%
53894,92%,87%
53880,69%,76%
53916,80%,76%
53967,,64%
53953,80%,61%
53887,78%,87%
53956,62%,79%
53972,82%,86%
53988,27%,48%
53974,7%,53%
53993,23%,52%
53999,9%,23%
54001,77%,81%
54010,33%,58%
54056,,65%
54004,15%,69%
54049,50%,31%
54020,44%,57%
54116,58%,41%
54176,,80%
54185,84%,80%
54198,,30%
54196,91%,88%
54190,53%,82%
54229,88%,88%
54220,88%,64%
54243,45%,58%
54241,100%,73%
54239,,72%
54251,65%,65%
54254,84%,49%
54256,39%,64%
54262,,71%
54272,87%,77%
54270,13%,25%
54259,76%,86%
54268,6%,59%
54274,9%,26%
54276,42%,62%
54278,16%,42%
54281,58%,71%
54290,10%,46%
54286,92%,91%
54354,100%,88%
54341,67%,60%
54480,75%,61%
54406,64%,46%
54455,67%,45%
54493,33%,35%
54503,88%,87%
54505,61%,61%
54513,83%,77%
54519,74%,82%
54542,,84%
54536,38%,33%
54554,90%,88%
54561,,
54607,98%,83%
54614,33%,68%
54612,60%,60%
54648,18%,63%
54686,15%,34%
54736,94%,96%
54725,17%,58%
54732,21%,33%
54745,84%,72%
54738,46%,31%
54758,,89%
54771,19%,40%
54768,1%,38%
54734,35%,70%
54778,15%,67%
54783,16%,49%
54872,,73%
54796,88%,72%
54833,95%,85%
54780,34%,51%
54787,20%,60%
54881,97%,93%
54910,76%,75%
54978,31%,33%
54995,75%,77%
54988,,23%
54934,16%,31%
54999,67%,65%
55050,24%,57%
55061,60%,73%
55052,83%,80%
55071,96%,94%
55094,74%,77%
55080,44%,64%
55118,89%,83%
55112,,61%
55110,41%,52%
55106,71%,81%
55147,,80%
55154,45%,51%
55176,95%,91%
55178,90%,59%
55209,,42%
55232,24%,58%
55245,5%,57%
55247,83%,89%
55241,14%,32%
55255,39%,55%
55257,9%,34%
55259,14%,33%
55276,91%,69%
55267,64%,69%
55272,57%,61%
55269,69%,78%
55282,51%,56%
55284,47%,62%
55288,38%,52%
55286,65%,73%
55290,94%,86%
55363,76%,75%
55292,9%,33%
55294,58%,60%
55373,,45%
55329,75%,50%
55406,56%,33%
55402,85%,72%
55417,67%,77%
55434,,57%
55408,,32%
55467,,
55442,96%,92%
55507,63%,41%
55485,68%,64%
55492,76%,34%
55512,,50%
55549,54%,39%
55517,73%,39%
55498,,33%
55603,,29%
55628,,9%
55668,6%,45%
55620,98%,90%
55652,89%,91%
55566,48%,78%
55681,,
55687,94%,78%
55691,,86%
55729,63%,64%
55765,81%,87%
55732,35%,72%
55805,88%,71%
55768,50%,53%
55713,,73%
55820,93%,86%
55826,,35%
55830,65%,56%
55872,37%,82%
55908,100%,85%
55875,71%,77%
55888,,22%
55926,14%,75%
55999,38%,55%
55955,21%,45%
56001,27%,45%
56003,39%,41%
55946,27%,47%
56030,73%,73%
56015,86%,76%
56079,67%,44%
56067,,26%
56098,100%,85%
56051,,63%
56095,85%,80%
56145,71%,65%
56156,16%,57%
56152,93%,80%
56167,76%,77%
56158,55%,81%
56165,33%,36%
56174,68%,68%
56169,24%,54%
56274,52%,40%
56333,89%,75%
56313,63%,
56367,94%,88%
56350,100%,84%
56379,88%,70%
56389,46%,61%
56485,,
56490,,72%
56508,87%,70%
56515,96%,90%
56511,45%,45%
56477,83%,71%
56551,68%,33%
56563,88%,80%
56561,79%,73%
56574,91%,88%
56599,,
56548,,67%
56587,41%,77%
56616,,
56607,65%,84%
56671,,
56693,67%,55%
56620,57%,34%
56700,,32%
56715,67%,82%
56757,,
56782,92%,86%
56748,,75%
56775,36%,67%
56837,,
56788,82%,73%
56797,33%,58%
56848,,
56908,40%,64%
56941,25%,80%
56949,41%,57%
56885,80%,86%
56995,96%,88%
57017,67%,72%
57147,46%,49%
57041,23%,28%
57236,100%,33%
57269,86%,55%
57274,89%,82%
57282,29%,64%
57276,,38%
57326,4%,23%
57368,77%,68%
57393,,60%
57430,,44%
57401,17%,40%
57418,86%,77%
57426,14%,22%
57439,50%,58%
57432,38%,28%
57421,55%,45%
57464,80%,62%
57453,64%,89%
57468,67%,50%
57478,,93%
57509,8%,21%
57520,0%,29%
57532,2%,25%
57534,64%,72%
57530,66%,51%
57522,12%,57%
57538,,42%
57536,2%,35%
57637,59%,58%
57648,,67%
57655,68%,62%
57669,84%,87%
57695,90%,83%
57690,43%,75%
57692,92%,79%
57778,,77%
57843,14%,83%
57805,83%,66%
57811,90%,52%
57865,,48%
57845,89%,87%
57848,,
57940,14%,24%
57910,80%,45%
57868,,71%
57949,23%,63%
57960,60%,71%
57951,,
57991,89%,76%
58003,,
57964,40%,34%
57970,92%,93%
58025,15%,44%
58029,85%,71%
58033,,21%
58081,,44%
58105,81%,63%
58084,,79%
58103,34%,57%
58120,,0%
58107,28%,76%
58111,75%,78%
58154,43%,62%
58146,4%,46%
58136,81%,72%
58180,,
58185,,91%
58269,,
58246,62%,60%
58191,100%,90%
58228,20%,83%
58274,,64%
58282,70%,44%
58291,12%,50%
58293,9%,37%
58295,,59%
58299,,
58297,51%,44%
58324,43%,61%
58309,85%,91%
58315,14%,33%
58365,81%,77%
58332,,45%
58306,87%,76%
58367,55%,65%
58411,32%,52%
58418,50%,44%
58425,90%,96%
58437,14%,49%
58439,85%,59%
58432,50%,22%
58485,58%,40%
58452,,73%
58490,78%,71%
58492,68%,67%
58509,,84%
58520,96%,64%
58530,94%,84%
58578,,91%
58595,84%,63%
58564,,44%
58610,97%,87%
58622,,28%
58598,88%,93%
58627,23%,34%
58655,26%,44%
58661,,38%
58743,17%,47%
58740,88%,71%
58783,32%,44%
58785,71%,70%
58803,,17%
58816,,65%
58839,52%,38%
58889,81%,85%
58870,57%,68%
58879,86%,74%
58904,93%,76%
58881,40%,40%
58992,,92%
59000,27%,42%
59016,36%,58%
59037,41%,60%
58998,83%,76%
59026,,74%
59040,,60%
58972,51%,46%
59074,,42%
59044,35%,37%
59105,38%,52%
59116,,44%
59107,24%,51%
59118,,50%
59126,69%,78%
59114,80%,38%
59136,,89%
59103,63%,60%
59131,,17%
59154,100%,50%
59157,67%,51%
59141,73%,79%
59159,,
59178,71%,58%
59180,,60%
59182,,54%
59184,83%,60%
59188,65%,77%
59220,76%,73%
59258,64%,55%
59295,11%,68%
59302,,79%
59315,94%,91%
59333,15%,55%
59362,27%,24%
59336,67%,65%
59369,59%,85%
59399,24%,47%
59382,82%,60%
59435,56%,71%
59440,44%,81%
59447,57%,58%
59501,66%,73%
59485,74%,80%
59549,4%,45%
59594,28%,38%
59615,78%,54%
59621,29%,42%
59665,100%,70%
59625,50%,55%
59667,16%,63%
59547,,85%
59684,94%,91%
59680,83%,76%
59725,49%,77%
59727,,
59729,38%,38%
59738,45%,31%
59784,87%,83%
59795,56%,60%
59814,44%,71%
59832,100%,87%
59834,,41%
59836,,45%
59838,,56%
59842,,47%
59846,100%,77%
59850,44%,39%
59854,40%,57%
59852,,46%
59867,,51%
59895,,88%
59908,54%,28%
59900,37%,45%
59915,73%,55%
59947,53%,76%
59995,88%,87%
59938,40%,48%
59985,30%,58%
59988,100%,
60007,,48%
60059,81%,81%
60074,41%,59%
60046,31%,66%
60044,78%,49%
60096,86%,78%
60103,75%,78%
60110,,
60124,62%,45%
60086,70%,70%
60106,,17%
60126,51%,67%
60133,68%,60%
60135,98%,66%
60145,83%,76%
60147,87%,76%
60141,31%,55%
60150,,21%
60189,75%,64%
60223,,81%
60231,70%,43%
60227,83%,78%
60234,,43%
60243,57%,30%
60240,22%,25%
60286,40%,28%
60291,87%,82%
60293,70%,72%
60295,96%,83%
60284,72%,66%
60289,80%,69%
60311,83%,72%
60314,60%,47%
60309,,49%
60322,17%,43%
60341,79%,78%
60316,86%,50%
60343,,73%
60363,38%,30%
60382,85%,78%
60356,88%,91%
60384,100%,86%
60389,68%,72%
60405,,
60393,75%,80%
60397,55%,66%
60418,84%,65%
60436,69%,57%
60469,,93%
60471,94%,53%
60490,,
60487,94%,85%
60494,,72%
60479,33%,38%
60503,,78%
60526,42%,26%
60516,20%,35%
60544,,74%
60538,22%,27%
60599,22%,46%
60618,10%,29%
60625,100%,83%
60641,33%,78%
60647,91%,65%
60728,95%,80%
60702,,25%
60688,,19%
60735,90%,80%
60684,65%,71%
60737,,52%
60766,100%,87%
60763,70%,59%
60758,62%,52%
60825,73%,37%
60937,12%,30%
60857,42%,54%
60939,38%,41%
60887,98%,83%
60894,37%,43%
60943,88%,74%
60948,48%,58%
60946,65%,66%
60950,81%,74%
61013,,94%
61004,29%,25%
61024,68%,73%
61031,15%,53%
61071,65%,66%
61041,,
61083,,46%
61116,62%,64%
61123,82%,72%
61167,40%,52%
61132,82%,70%
61206,78%,71%
61210,18%,24%
61160,18%,39%
61253,41%,61%
61255,,
61250,43%,50%
61248,42%,60%
61246,62%,56%
61262,,
61267,20%,24%
61269,74%,79%
61279,100%,71%
61289,56%,57%
61301,72%,40%
61285,100%,72%
61323,78%,65%
61317,,33%
61348,1%,21%
61350,6%,26%
61357,96%,86%
61319,96%,75%
61373,,77%
61352,65%,64%
61401,,
61396,89%,89%
61451,100%,70%
61467,9%,33%
61449,38%,56%
61475,92%,73%
61553,,25%
61434,79%,72%
61569,,82%
61692,,43%
61634,,63%
61695,,55%
61638,,
61678,54%,46%
61697,18%,37%
61470,,77%
61729,100%,
61816,84%,76%
61868,,
61941,60%,59%
61948,,30%
61991,33%,51%
61950,,45%
62115,,
62049,,77%
62153,,
61934,25%,65%
62081,26%,62%
62198,100%,79%
62137,30%,52%
62203,63%,69%
62155,74%,65%
62235,72%,72%
62299,,
62265,6%,36%
62344,84%,62%
62374,55%,62%
62376,53%,46%
62385,,58%
62437,,
62394,16%,29%
62390,,87%
62378,33%,39%
62439,,44%
62511,68%,71%
62514,,74%
62526,50%,50%
62553,59%,78%
62577,61%,55%
62467,,
62662,60%,
62721,,77%
62718,72%,71%
62726,53%,61%
62788,0%,25%
62792,35%,49%
62796,,33%
62851,29%,68%
62849,60%,71%
62974,,
63007,,47%
62999,64%,66%
63001,,61%
62920,,50%
63082,91%,90%
63113,64%,58%
63072,40%,40%
63119,25%,42%
63131,77%,74%
63141,,33%
63237,,
63189,,52%
63222,84%,74%
63271,,
63280,,40%
63310,67%,60%
63312,,46%
63393,45%,75%
63391,,84%
63458,,18%
63436,13%,52%
63433,60%,92%
63479,46%,58%
63483,31%,17%
63468,77%,40%
63617,50%,52%
63629,56%,52%
63692,,79%
63772,,69%
63760,,
63758,,58%
63806,,23%
63793,100%,68%
63828,100%,73%
63859,89%,74%
63853,55%,65%
63836,69%,50%
64010,,25%
63876,93%,89%
64037,55%,43%
64030,40%,49%
64153,60%,33%
64032,25%,47%
64231,29%,42%
64234,,35%
64229,67%,65%
64278,87%,86%
64325,,47%
64385,80%,82%
64408,,70%
64368,40%,54%
64365,,43%
64410,50%,45%
64424,,62%
64427,82%,
64501,79%,66%
64249,,63%
64511,88%,80%
64499,68%,75%
64522,80%,83%
64517,,67%
64548,68%,66%
64550,,38%
64524,54%,42%
64620,93%,88%
64622,63%,79%
64575,80%,78%
64645,,15%
64614,81%,90%
64652,11%,26%
64750,,58%
64839,,20%
64754,60%,44%
64895,,
64897,,46%
64784,94%,83%
64845,,62%
64923,,
64921,,
64957,71%,80%
64716,27%,75%
64930,94%,82%
64944,,31%
64969,46%,66%
64983,62%,65%
64976,9%,36%
64990,95%,92%
65001,87%,77%
65011,,50%
65025,,32%
65027,,
65033,,
65111,,
65078,,0%
65142,,
65091,81%,71%
65088,27%,55%
65155,0%,26%
65130,67%,71%
65126,56%,52%
65227,,75%
65193,100%,81%
65238,,0%
65204,,45%
65267,,
65263,,79%
65277,20%,27%
65293,,21%
65304,,50%
65300,61%,51%
65290,86%,85%
65352,,44%
65350,86%,48%
65400,,28%
65370,,43%
65418,85%,67%
65465,71%,53%
65381,,36%
65521,,25%
65538,,57%
65514,86%,93%
65552,27%,37%
65468,,54%
65556,,41%
65567,,
65577,57%,44%
65585,11%,51%
65614,,56%
65621,88%,73%
65612,100%,73%
65633,,55%
65631,56%,65%
65667,90%,77%
65685,39%,45%
65709,91%,85%
65698,,38%
65729,20%,40%
65682,29%,63%
65696,,30%
65738,,22%
65772,60%,45%
65764,,75%
65770,,10%
65740,,24%
65802,34%,43%
65817,52%,24%
65845,22%,40%
65813,20%,25%
65866,,56%
65868,40%,73%
65878,,45%
65899,40%,64%
65909,,
65907,,
65930,,
65986,,
65982,38%,44%
65984,83%,56%
66006,,42%
66025,68%,27%
66051,,35%
66059,,
66036,,
66057,,60%
66090,79%,66%
66068,,78%
66066,,27%
66118,,90%
66097,90%,73%
66152,0%,43%
66171,,
66156,,
66198,58%,37%
66200,82%,59%
66203,41%,59%
66252,100%,64%
66279,64%,80%
66306,,32%
66284,,53%
66304,46%,54%
66320,67%,69%
66330,22%,45%
66344,50%,53%
66335,,72%
66389,,33%
66385,57%,83%
66506,64%,52%
66511,,
66365,83%,53%
66509,69%,48%
66440,,69%
66539,,
66544,,
66547,90%,84%
66553,67%,61%
66579,,
66584,,27%
66592,,40%
66622,,24%
66662,,
66665,67%,74%
66686,,81%
66701,,28%
66590,,39%
66667,83%,50%
66720,,45%
66762,92%,
66798,12%,42%
66789,,16%
66773,44%,33%
66868,,
66857,100%,92%
66866,40%,38%
66927,,50%
66932,,43%
66915,20%,55%
66979,,51%
66983,,
66981,,48%
67087,83%,74%
67009,85%,59%
67096,80%,64%
67135,,73%
67138,40%,43%
67140,61%,71%
67193,,
67247,78%,76%
67197,34%,42%
67223,92%,80%
67267,75%,63%
67354,,53%
67365,,32%
67356,,29%
67298,,53%
67359,,
67361,8%,31%
67300,,56%
67363,,83%
67420,32%,20%
67408,73%,59%
67464,,
67536,,59%
67534,11%,44%
67607,82%,79%
67429,100%,85%
67620,,50%
67657,,34%
67624,86%,70%
67675,,41%
67695,51%,37%
67667,67%,59%
67702,80%,60%
67704,,48%
67784,64%,48%
67734,89%,61%
67706,,65%
67665,98%,91%
67788,26%,49%
67792,85%,84%
67801,96%,83%
67809,,10%
67847,88%,61%
67850,,
67803,,
67890,,
67878,,18%
67873,,91%
67888,,79%
67896,,
67881,,12%
67900,,
67907,,
67892,,47%
67898,100%,45%
67876,,38%
67927,,72%
67925,80%,82%
67983,57%,66%
67997,94%,82%
68033,,14%
68028,65%,46%
68073,61%,71%
68044,67%,71%
68069,86%,72%
68067,,55%
68135,56%,67%
68115,83%,73%
68137,,
68157,89%,88%
68163,,71%
68161,,60%
68177,,12%
68201,,53%
68205,64%,49%
68194,92%,85%
68216,,85%
68259,,80%
68254,,
68237,90%,89%
68269,76%,74%
68337,100%,64%
68339,50%,49%
68347,20%,41%
68358,94%,91%
68349,77%,71%
68329,,22%
68392,57%,62%
68411,,64%
68442,63%,52%
68462,,83%
68273,80%,92%
68474,,32%
68324,67%,35%
68552,15%,49%
68524,,41%
68572,,69%
68536,86%,89%
68590,,8%
68576,,17%
68614,86%,38%
68597,67%,41%
68647,,48%
68593,22%,45%
68612,,39%
68664,,59%
68667,44%,43%
68662,0%,51%
68659,32%,57%
68676,100%,83%
68674,65%,49%
68685,20%,34%
68791,33%,54%
68749,47%,30%
68833,72%,46%
68853,,60%
68838,92%,88%
68835,71%,72%
68848,68%,64%
68874,96%,82%
68858,92%,68%
68892,,51%
68901,96%,77%
68897,,62%
68890,,56%
68921,,68%
68952,92%,62%
68932,57%,56%
68965,18%,30%
69005,83%,53%
68974,90%,87%
69039,,54%
69069,24%,52%
69042,,45%
69007,,56%
69088,,67%
69095,0%,63%
69118,58%,34%
69134,,34%
69131,29%,28%
69122,78%,84%
69075,,38%
69155,,44%
69159,50%,68%
69203,80%,85%
69195,,29%
69217,,37%
69227,14%,43%
69253,27%,37%
69241,,92%
69233,100%,72%
69251,58%,63%
69304,,
69280,,58%
69358,75%,79%
69356,50%,62%
69354,93%,92%
69387,,76%
69374,57%,69%
69406,,26%
69394,59%,87%
69436,14%,23%
69419,,17%
69438,91%,63%
69429,90%,91%
69444,,22%
69460,100%,69%
69458,,34%
69481,97%,84%
69475,,75%
69469,,36%
69495,54%,64%
69498,100%,83%
69516,42%,43%
69521,83%,86%
69503,,31%
69524,100%,81%
69526,20%,57%
69545,,
69542,29%,49%
69552,96%,69%
69606,28%,40%
69604,50%,61%
69626,,
69640,,45%
69611,,19%
69609,65%,64%
69652,,
69654,,83%
69685,,88%
69677,100%,58%
69699,100%,89%
69704,40%,18%
69689,,
69712,,68%
69744,,72%
69757,85%,84%
69746,,54%
69755,,
69786,90%,87%
69830,,
69792,90%,48%
69821,,44%
69842,50%,51%
69834,,0%
69878,33%,37%
69904,45%,23%
69864,,
69908,,
69919,,62%
69911,86%,72%
69928,,
69934,,93%
69926,100%,73%
69949,,
69957,,40%
69995,94%,80%
69971,36%,88%
69988,79%,51%
69981,,10%
70032,70%,54%
70008,,38%
70046,80%,51%
70048,45%,59%
70050,,23%
70088,8%,61%
70093,50%,39%
70121,,26%
70130,86%,74%
70148,,
70146,,
70126,,81%
70155,,67%
70173,,55%
70201,,58%
70197,,
70181,,35%
70183,14%,60%
70188,100%,83%
70204,,47%
70235,56%,61%
70282,33%,43%
70301,,39%
70305,42%,44%
70334,43%,67%
70286,90%,82%
70336,34%,50%
70344,75%,54%
70366,25%,29%
70361,30%,45%
70372,,57%
70377,,49%
70418,83%,80%
70432,100%,79%
70439,,52%
70492,,
70490,,47%
70500,,52%
70507,20%,66%
70513,,35%
70511,,42%
70531,,20%
70549,,68%
70567,,58%
70591,,5%
70587,37%,31%
70599,38%,59%
70595,80%,64%
70629,53%,61%
70597,82%,89%
70643,82%,64%
70687,60%,45%
70695,2%,18%
70689,,67%
70722,,71%
70703,7%,17%
70708,71%,70%
70726,63%,48%
70706,39%,36%
70728,76%,74%
70724,83%,70%
70740,,22%
70762,,62%
70751,,61%
70730,11%,42%
70769,,80%
70792,100%,18%
70795,,37%
70797,,30%
70802,23%,45%
70831,,
70819,,20%
70821,,62%
70843,,
70839,,54%
70824,,7%
70877,69%,69%
70889,,30%
70862,79%,85%
70891,,48%
70898,8%,27%
70912,94%,82%
70920,,
70914,,38%
70924,,29%
70833,100%,78%
70961,,52%
70932,10%,44%
70970,33%,32%
70984,48%,47%
71011,100%,80%
71057,,
71014,100%,70%
71047,,97%
71104,,67%
71110,,
71114,,48%
71106,38%,61%
71135,29%,49%
71133,,4%
71154,,24%
71141,,88%
71156,51%,39%
71129,50%,70%
71180,75%,78%
71168,,19%
71184,77%,78%
71205,45%,34%
71211,,43%
71216,67%,52%
71243,,61%
71237,,82%
71241,83%,61%
71254,30%,39%
71278,,
71264,,
71285,74%,43%
71280,,56%
71282,95%,86%
71302,75%,20%
71348,60%,
71327,83%,68%
71350,,
71325,16%,37%
71361,,65%
71372,14%,26%
71374,17%,23%
71382,12%,34%
71390,95%,80%
71386,,47%
71402,,45%
71413,,
71416,,87%
71418,92%,71%
71442,89%,86%
71450,74%,74%
71379,83%,57%
71484,50%,56%
71466,82%,79%
71458,,41%
71494,40%,48%
71500,81%,71%
71518,84%,74%
71533,21%,31%
71535,89%,86%
71520,56%,39%
71545,,56%
71542,83%,71%
71522,81%,88%
71550,50%,46%
71560,,59%
71558,,60%
71571,25%,31%
71591,,35%
71664,,55%
71638,39%,46%
71650,,71%
71634,100%,74%
71670,6%,30%
71668,10%,39%
71688,,90%
71691,83%,68%
71700,29%,40%
71695,100%,82%
71697,94%,84%
71677,94%,61%
71736,70%,67%
71738,100%,71%
71719,,54%
71743,75%,78%
71745,73%,57%
71750,50%,73%
71806,,64%
71792,,82%
71779,,69%
71730,86%,67%
71823,37%,37%
71817,67%,70%
71808,,16%
71851,,42%
71838,26%,75%
71865,67%,38%
71821,47%,32%
71840,100%,61%
71876,,100%
71902,21%,28%
71928,81%,62%
71933,,67%
71888,55%,21%
71936,83%,83%
71942,,
71970,,83%
71989,93%,68%
72030,84%,73%
72032,,
72027,,
72043,,52%
72090,86%,33%
72011,,14%
72092,,67%
72102,,92%
72104,,
72124,50%,30%
72156,67%,60%
72131,81%,82%
72129,39%,55%
72161,100%,80%
72163,,33%
72169,95%,69%
72171,83%,85%
72167,23%,58%
71991,80%,48%
72204,86%,20%
72178,86%,92%
72228,,
72235,,
72209,50%,50%
72224,19%,44%
72258,,
72261,10%,44%
72265,31%,67%
72263,20%,40%
72267,33%,77%
72290,89%,73%
72298,100%,83%
72315,,43%
72327,100%,82%
72344,,52%
72342,69%,64%
72330,70%,50%
72356,,78%
72336,,55%
72378,39%,47%
72369,,72%
72393,18%,41%
72388,,45%
72400,,
72395,92%,81%
72407,28%,61%
72405,85%,57%
72489,26%,54%
72512,,76%
72479,,
72524,86%,89%
72559,45%,62%
72571,,20%
72552,,25%
72601,,
72603,,56%
72630,70%,50%
72653,,83%
72618,,65%
72692,40%,66%
72674,71%,60%
72701,23%,40%
72703,85%,61%
72718,59%,58%
72712,81%,76%
72733,76%,75%
72735,86%,80%
72751,83%,52%
72762,40%,31%
72741,78%,87%
72764,0%,21%
72784,29%,33%
72822,93%,62%
72787,48%,46%
72842,,21%
72856,100%,73%
72880,,46%
72874,0%,19%
72897,,35%
72901,,
72947,40%,63%
72980,,
72949,,75%
72998,82%,82%
72995,71%,72%
73023,90%,76%
73027,71%,67%
73049,50%,33%
73060,64%,34%
73086,,52%
73109,67%,64%
73101,85%,78%
73111,80%,74%
73125,,74%
73133,80%,54%
73139,,
73141,86%,69%
73160,,37%
73158,,60%
73165,,67%
73198,,
73226,,91%
73211,84%,68%
73256,,33%
73245,78%,43%
73266,66%,52%
73268,69%,49%
73261,,38%
73319,,57%
73328,71%,76%
73334,82%,62%
73330,67%,57%
73392,,
73399,,
73390,57%,67%
73413,,
73453,,
73449,0%,45%
73462,,37%
73460,100%,89%
73480,,
73469,80%,79%
73447,40%,57%
73492,,39%
73499,,71%
73494,,73%
73511,33%,25%
73515,70%,56%
73475,,80%
73523,89%,58%
73531,60%,68%
73641,50%,34%
73630,,82%
73572,49%,44%
73678,0%,47%
73668,,95%
73710,,48%
73708,,
73741,,29%
73774,100%,90%
73790,40%,57%
73772,78%,78%
73813,,67%
73820,59%,45%
73824,,82%
73829,18%,20%
73822,75%,81%
73851,,40%
73860,80%,74%
73881,100%,93%
73862,90%,88%
73870,,23%
73912,83%,75%
73914,100%,76%
73879,,76%
73900,,86%
73967,44%,24%
73954,80%,70%
74109,,55%
74099,,50%
73989,,41%
74097,96%,69%
74127,,24%
74131,28%,53%
74144,,
74148,71%,86%
74150,,31%
74152,,76%
74156,55%,49%
74161,,
74154,17%,41%
74228,,
74159,36%,59%
74255,,
74266,100%,80%
74300,,
74275,71%,61%
74302,,31%
74310,100%,80%
74287,,27%
74330,,33%
74342,,67%
74370,85%,63%
74339,30%,37%
74355,22%,25%
74406,,58%
74382,,56%
74431,,
74416,91%,79%
74428,83%,74%
74436,67%,39%
74426,,80%
74456,,25%
74486,,
74480,35%,50%
74473,,46%
74488,68%,60%
74478,,
74545,,40%
74538,,25%
74547,40%,69%
74541,57%,78%
74553,90%,85%
74532,19%,40%
74582,19%,42%
74575,67%,82%
74573,70%,70%
74580,12%,40%
74588,,25%
74590,50%,52%
74621,57%,34%
74649,,77%
74624,53%,65%
74595,52%,61%
74641,,51%
74647,20%,16%
74630,100%,62%
74677,75%,78%
74685,67%,43%
74683,,75%
74701,93%,67%
74696,,
74698,25%,34%
74688,29%,55%
74731,50%,34%
74738,64%,35%
74754,24%,47%
74799,,
74748,80%,73%
74787,85%,83%
74820,100%,69%
74851,38%,54%
74857,,51%
74818,41%,36%
74868,,58%
74864,,23%
74827,97%,81%
74886,,69%
74870,,54%
74916,76%,42%
74944,45%,46%
74948,63%,75%
74967,12%,23%
75345,,86%
74946,58%,59%
75349,,6%
75362,,13%
75397,,59%
75395,56%,57%
75406,,76%
75443,,50%
75404,67%,34%
75446,24%,49%
75805,,
75803,15%,48%
75808,14%,52%
75816,29%,27%
75820,,56%
75425,30%,19%
75823,40%,65%
75927,,4%
75831,50%,22%
75947,50%,52%
75938,,57%
75950,,60%
75962,,77%
75977,,
75979,,30%
75990,93%,71%
75994,,66%
76030,21%,39%
76049,71%,64%
75985,,
76066,,43%
76063,100%,67%
76060,35%,47%
76056,,100%
76077,63%,56%
76085,,46%
76082,11%,10%
76087,,73%
76089,93%,84%
76127,,
76093,99%,91%
76119,,18%
75992,30%,60%
76108,14%,40%
76145,,13%
76151,64%,75%
76147,19%,28%
76210,74%,58%
76217,,53%
76238,,43%
76244,44%,42%
76288,,89%
76277,83%,72%
76291,,69%
76279,,58%
76298,,
76293,66%,55%
76312,75%,56%
76692,,65%
76714,91%,76%
76716,19%,43%
76317,,75%
76699,81%,60%
76736,,
76722,,46%
76729,38%,23%
76753,44%,34%
76772,,
76763,,
76758,89%,44%
76720,,69%
76778,85%,61%
76811,69%,45%
76860,58%,48%
76864,43%,16%
76866,46%,57%
76862,48%,45%
76832,21%,18%
76873,,100%
77143,,55%
77149,20%,26%
77177,,97%
77156,,41%
77181,,
77154,71%,80%
77184,67%,74%
77208,76%,83%
77210,,49%
77189,67%,67%
77201,73%,49%
76816,,82%
77206,54%,49%
77264,,
77229,,20%
77217,67%,56%
77238,100%,71%
77223,83%,79%
77259,,8%
77291,54%,47%
77296,,
77266,83%,62%
77293,,11%
77318,42%,37%
77328,100%,76%
77330,92%,74%
77332,,63%
77362,,17%
77364,,42%
77359,91%,76%
77416,56%,45%
77414,,
77421,80%,53%
77435,,49%
77449,67%,39%
77479,,86%
77491,60%,60%
77463,,56%
77455,96%,91%
77496,89%,73%
77493,,79%
77481,,40%
77509,54%,70%
77517,,49%
77540,65%,49%
77550,100%,61%
77561,72%,71%
77596,50%,47%
77613,,29%
77615,,6%
77667,48%,35%
77665,9%,42%
77672,,30%
77770,,54%
77738,,20%
77774,91%,74%
77778,,
77800,82%,80%
77795,,19%
77808,29%,45%
77816,,83%
77818,40%,64%
77804,,10%
77829,58%,63%
77833,,
77835,,66%
77843,81%,67%
77854,100%,96%
77841,14%,45%
77837,83%,83%
77893,,62%
77891,,
77919,67%,76%
77899,,73%
77941,,10%
77947,,98%
77921,,64%
77968,90%,78%
77966,61%,72%
77979,80%,65%
77983,100%,69%
77990,,74%
78034,55%,63%
78019,35%,44%
78032,,45%
78039,87%,77%
78049,,
78059,57%,28%
78071,,40%
78073,,30%
78037,75%,64%
78088,87%,65%
78068,,18%
78090,71%,67%
78095,80%,60%
78093,,60%
78103,67%,58%
78124,,77%
78111,78%,76%
78101,,
78116,87%,64%
78140,,
